slug,中文名,英文名,角色,色调,色系,出处,序号,HEX,R,G,B,RGB,L*,C*,h°,白底对比度,平滑序,区分度序,色相序,明度序,色盲等级,色盲安全,深色变体,浅色变体,纸色bg,墨色ink
mario-primary,马力欧 · 正红蓝,Mario · Primary Red & Blue,马力欧,正红蓝,撞色,超级马力欧,2,#C8B3A2,200,179,162,"200,179,162",74.3,12.4,67.4,2.01,2,5,3,2,A,是,#9F8B7B,#F2E0D2,#FDF3F1,#502720
mario-primary,马力欧 · 正红蓝,Mario · Primary Red & Blue,马力欧,正红蓝,撞色,超级马力欧,3,#DDB300,221,179,0,"221,179,0",74.6,77.0,88.5,2.0,3,3,4,1,A,是,#AE8C00,#FFE19B,#FDF3F1,#502720
mario-primary,马力欧 · 正红蓝,Mario · Primary Red & Blue,马力欧,正红蓝,撞色,超级马力欧,4,#683D17,104,61,23,"104,61,23",30.3,34.1,63.2,9.26,4,4,2,5,A,是,#3E1E00,#8D6546,#FDF3F1,#502720
mario-primary,马力欧 · 正红蓝,Mario · Primary Red & Blue,马力欧,正红蓝,撞色,超级马力欧,5,#46464D,70,70,77,"70,70,77",30.0,4.5,291.0,9.36,5,6,6,6,A,是,#25252C,#6C6C72,#FDF3F1,#502720
mario-primary,马力欧 · 正红蓝,Mario · Primary Red & Blue,马力欧,正红蓝,撞色,超级马力欧,6,#2F56B3,47,86,179,"47,86,179",38.7,56.8,289.7,6.77,6,2,5,4,A,是,#003580,#6F7ECB,#FDF3F1,#502720
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,1,#C11B1E,193,27,30,"193,27,30",41.6,75.4,35.0,6.1,1,1,1,4,B,是,#860009,#E16352,#FFF2F0,#54241D
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,2,#C8732E,200,115,46,"200,115,46",56.8,57.8,60.8,3.53,2,4,2,3,B,是,#9C4D00,#EDA26B,#FFF2F0,#54241D
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,3,#D7B34E,215,179,78,"215,179,78",74.3,55.0,88.1,2.01,3,2,3,1,B,是,#AB8B23,#FFE09A,#FFF2F0,#54241D
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,4,#A29D96,162,157,150,"162,157,150",65.0,4.3,83.0,2.69,4,6,5,2,B,是,#7B766F,#CDC9C3,#FFF2F0,#54241D
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,5,#51443E,81,68,62,"81,68,62",30.0,7.2,52.0,9.35,5,5,6,6,B,是,#2F231E,#766B66,#FFF2F0,#54241D
luffy-red-straw,路飞 · 赤麦,Luffy · Red & Straw,路飞,赤麦,撞色,海贼王,6,#2B5FA8,43,95,168,"43,95,168",40.4,45.1,281.0,6.35,6,3,4,5,B,是,#003C78,#6C87C3,#FFF2F0,#54241D
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,1,#2F5AA9,47,90,169,"47,90,169",39.2,48.5,285.3,6.65,1,1,3,5,A,是,#003879,#6D82C3,#F4F5FA,#2B324B
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,2,#43474D,67,71,77,"67,71,77",30.0,4.2,267.0,9.35,2,6,6,6,A,是,#22262C,#6A6D72,#F4F5FA,#2B324B
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,3,#D92A3A,217,42,58,"217,42,58",47.9,74.8,28.4,4.84,3,2,1,4,A,是,#A10020,#F7716C,#F4F5FA,#2B324B
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,4,#777C86,119,124,134,"119,124,134",51.9,6.1,272.5,4.19,4,5,5,3,A,是,#525761,#A2A6AE,#F4F5FA,#2B324B
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,5,#B4B8BB,180,184,187,"180,184,187",74.6,2.2,247.7,2.0,5,4,4,1,A,是,#8C9093,#E1E4E7,#F4F5FA,#2B324B
rx78-trikolor,RX-78-2 · 三色旗,RX-78-2 · Trikolor,RX-78-2,三色旗,撞色,机动战士高达,6,#E0B100,224,177,0,"224,177,0",74.4,77.1,86.8,2.01,6,3,2,2,A,是,#B08A00,#FFE09F,#F4F5FA,#2B324B
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,1,#F32A7E,243,42,126,"243,42,126",54.3,76.8,3.0,3.86,1,1,1,4,A,是,#B80059,#FF86A9,#FEF2F5,#562031
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,2,#C65B00,198,91,0,"198,91,0",51.3,71.8,57.2,4.29,2,3,2,5,A,是,#8F3D00,#EA8C4F,#FEF2F5,#562031
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,3,#49454F,73,69,79,"73,69,79",30.0,6.7,306.1,9.34,3,5,6,6,A,是,#28242D,#6F6C74,#FEF2F5,#562031
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,4,#008FAD,0,143,173,"0,143,173",54.7,32.6,229.6,3.8,4,4,4,3,A,是,#00677D,#6EB7CF,#FEF2F5,#562031
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,5,#BBB7B0,187,183,176,"187,183,176",74.6,4.1,87.9,2.0,5,6,5,1,A,是,#938F88,#E7E4DE,#FEF2F5,#562031
inkling-splat,Inkling · 荧墨,Inkling · Splat Neon,Inkling,荧墨,撞色,斯普拉遁,6,#5BD01F,91,208,31,"91,208,31",74.5,91.8,131.5,2.0,6,2,3,2,A,是,#3BA400,#A6F978,#FEF2F5,#562031
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,1,#E50011,229,0,17,"229,0,17",47.9,93.4,37.6,4.84,1,1,2,3,B,是,#A10006,#FF6C53,#FFF2EF,#5A2016
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,2,#93001B,147,0,27,"147,0,27",30.1,61.7,29.6,9.31,2,2,1,5,B,是,#580004,#B44C48,#FFF2EF,#5A2016
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,3,#46464D,70,70,77,"70,70,77",30.0,4.5,291.0,9.36,3,3,6,6,B,是,#25252C,#6C6C72,#FFF2EF,#5A2016
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,4,#7C5F4F,124,95,79,"124,95,79",42.8,16.6,55.6,5.82,4,5,3,4,B,是,#563C2D,#A2897B,#FFF2EF,#5A2016
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,5,#848380,132,131,128,"132,131,128",54.8,1.8,96.9,3.79,5,4,5,2,B,是,#5F5E5B,#AEADAB,#FFF2EF,#5A2016
joker-phantom,雨宫莲 · 怪盗红黑,Joker · Phantom Crimson,雨宫莲,怪盗红黑,撞色,女神异闻录5,6,#C1B7A8,193,183,168,"193,183,168",74.8,8.9,83.8,1.98,6,6,4,1,B,是,#998F80,#ECE4D8,#FFF2EF,#5A2016
